country,year,forest-km
Russian Federation,1993,8090455
Russian Federation,1992,8090136
Russian Federation,1990,8089500
Rwanda,2012,4550
Rwanda,2011,4450
Rwanda,2010,4350
Rwanda,2009,4250
Rwanda,2008,4150
Rwanda,2007,4050
Rwanda,2006,3950
Rwanda,2005,3850
Rwanda,2004,3768
Rwanda,2003,3686
Rwanda,2002,3604
Rwanda,2001,3522
Rwanda,2000,3440
Rwanda,1999,3414
Rwanda,1998,3388
Rwanda,1997,3362
Rwanda,1996,3336
Rwanda,1995,3310
Rwanda,1994,3284
Rwanda,1993,3258
Rwanda,1992,3232
Rwanda,1991,3206
Rwanda,1990,3180
Samoa,2012,1710
Samoa,2011,1710
Samoa,2010,1710
Samoa,2009,1710
Samoa,2008,1710
Samoa,2007,1710
Samoa,2006,1710
Samoa,2005,1710
Samoa,2004,1710
Samoa,2003,1710
Samoa,2002,1710
Samoa,2001,1710
Samoa,2000,1710
Samoa,1999,1669
Samoa,1998,1628
Samoa,1997,1587
Samoa,1996,1546
Samoa,1995,1505
Samoa,1994,1464
Samoa,1993,1423
Samoa,1992,1382
Samoa,1991,1341
Samoa,1990,1300
San Marino,2012,0
San Marino,2011,0
San Marino,2010,0
San Marino,2009,0
San Marino,2008,0
San Marino,2007,0
San Marino,2006,0
San Marino,2005,0
San Marino,2004,0
San Marino,2003,0
San Marino,2002,0
San Marino,2001,0
San Marino,2000,0
San Marino,1999,0
San Marino,1998,0
San Marino,1997,0
San Marino,1996,0
San Marino,1995,0
San Marino,1994,0
San Marino,1993,0
San Marino,1992,0
San Marino,1991,0
San Marino,1990,0
Sao Tome and Principe,2012,270
Sao Tome and Principe,2011,270
Sao Tome and Principe,2010,270
Sao Tome and Principe,2009,270
Sao Tome and Principe,2008,270
Sao Tome and Principe,2007,270
Sao Tome and Principe,2006,270
Sao Tome and Principe,2005,270
Sao Tome and Principe,2004,270
Sao Tome and Principe,2003,270
Sao Tome and Principe,2002,270
Sao Tome and Principe,2001,270
Sao Tome and Principe,2000,270
Sao Tome and Principe,1999,270
Sao Tome and Principe,1998,270
Sao Tome and Principe,1997,270
Sao Tome and Principe,1996,270
Sao Tome and Principe,1995,270
Sao Tome and Principe,1994,270
Sao Tome and Principe,1993,270
Sao Tome and Principe,1992,270
Sao Tome and Principe,1991,270
Sao Tome and Principe,1990,270
Saudi Arabia,2012,9770
Saudi Arabia,2011,9770
Saudi Arabia,2010,9770
Saudi Arabia,2009,9770
Saudi Arabia,2008,9770
Saudi Arabia,2007,9770
Saudi Arabia,2006,9770
Saudi Arabia,2005,9770
Saudi Arabia,2004,9770
Saudi Arabia,2003,9770
Saudi Arabia,2002,9770
Saudi Arabia,2001,9770
Saudi Arabia,2000,9770
Saudi Arabia,1999,9770
Saudi Arabia,1998,9770
Saudi Arabia,1997,9770
Saudi Arabia,1996,9770
Saudi Arabia,1995,9770
Saudi Arabia,1994,9770
Saudi Arabia,1993,9770
Saudi Arabia,1992,9770
Saudi Arabia,1991,9770
Saudi Arabia,1990,9770
Senegal,2012,83930
Senegal,2011,84330
Senegal,2010,84730
Senegal,2009,85130
Senegal,2008,85530
Senegal,2007,85930
Senegal,2006,86330
Senegal,2005,86732
Senegal,2004,87182
Senegal,2003,87632
Senegal,2002,88082
Senegal,2001,88532
Senegal,2000,88982
Senegal,1999,89432
Senegal,1998,89882
Senegal,1997,90332
Senegal,1996,90782
Senegal,1995,91232
Senegal,1994,91680
Senegal,1993,92132
Senegal,1992,92582
Senegal,1991,93032
Senegal,1990,93482
Serbia,2012,28078
Serbia,2011,27604
Serbia,2010,27130
Serbia,2009,26656
Serbia,2008,26182
Serbia,2007,25708
Serbia,2006,25234
Serbia,2005,24760
Serbia,2000,24600
Serbia,1990,23130
Seychelles,2012,407
Seychelles,2011,407
Seychelles,2010,407
Seychelles,2009,407
Seychelles,2008,407
Seychelles,2007,407
Seychelles,2006,407
Seychelles,2005,407
Seychelles,2004,407
Seychelles,2003,407
Seychelles,2002,407
Seychelles,2001,407
Seychelles,2000,407
Seychelles,1999,407
Seychelles,1998,407
Seychelles,1997,407
Seychelles,1996,407
Seychelles,1995,407
Seychelles,1994,407
Seychelles,1993,407
Seychelles,1992,407
Seychelles,1991,407
Seychelles,1990,407
Sierra Leone,2012,26868
Sierra Leone,2011,27064
Sierra Leone,2010,27260
Sierra Leone,2009,27456
Sierra Leone,2008,27652
Sierra Leone,2007,27848
Sierra Leone,2006,28044
Sierra Leone,2005,28240
Sierra Leone,2004,28436
Sierra Leone,2003,28632
Sierra Leone,2002,28828
Sierra Leone,2001,29024
Sierra Leone,2000,29220
Sierra Leone,1999,29416
Sierra Leone,1998,29612
Sierra Leone,1997,29808
Sierra Leone,1996,30004
Sierra Leone,1995,30200
Sierra Leone,1994,30396
Sierra Leone,1993,30592
Sierra Leone,1992,30788
Sierra Leone,1991,30984
Sierra Leone,1990,31180
Singapore,2012,23
Singapore,2011,23
Singapore,2010,23
Singapore,2009,23
Singapore,2008,23
Singapore,2007,23
Singapore,2006,23
Singapore,2005,23
Singapore,2004,23
Singapore,2003,23
Singapore,2002,23
Singapore,2001,23
Singapore,2000,23
Singapore,1999,23
Singapore,1998,23
Singapore,1997,23
Singapore,1996,23
Singapore,1995,23
Singapore,1994,23
Singapore,1993,23
Singapore,1992,23
Singapore,1991,23
Singapore,1990,23
Slovak Republic,2012,19334
Slovak Republic,2011,19332
Slovak Republic,2010,19330
Slovak Republic,2009,19328
Slovak Republic,2008,19326
Slovak Republic,2007,19324
Slovak Republic,2006,19322
Slovak Republic,2005,19320
Slovak Republic,2004,19298
Slovak Republic,2003,19276
Slovak Republic,2002,19254
Slovak Republic,2001,19232
Slovak Republic,2000,19210
Slovak Republic,1999,19211
Slovak Republic,1998,19212
Slovak Republic,1997,19213
Slovak Republic,1996,19214
Slovak Republic,1995,19215
Slovak Republic,1994,19216
Slovak Republic,1993,19217
Slovak Republic,1990,19220
Slovenia,2012,12570
Slovenia,2011,12550
Slovenia,2010,12530
Slovenia,2009,12510
Slovenia,2008,12490
Slovenia,2007,12470
Slovenia,2006,12450
Slovenia,2005,12430
Slovenia,2004,12410
Slovenia,2003,12390
Slovenia,2002,12370
Slovenia,2001,12350
Slovenia,2000,12330
Slovenia,1999,12285
Slovenia,1998,12240
Slovenia,1997,12195
Slovenia,1996,12150
Slovenia,1995,12105
Slovenia,1994,12060
Slovenia,1993,12015
Slovenia,1992,11970
Slovenia,1990,11880
Small states,2012,862331.3
Small states,2011,864577.4
Small states,2010,866833
Small states,2009,869088.2
Small states,2008,871339.9
Small states,2007,873593
Small states,2006,875844.4
Small states,2005,878096.9
Small states,2004,874879.5
Small states,2003,877089.9
Small states,2002,879302.4
Small states,2001,881513.8
Small states,2000,889155.4
Small states,1999,885863.2
Small states,1998,888000.9
Small states,1997,890138.7
Small states,1996,892276.5
Small states,1995,894414.3
Small states,1994,896551.4
Small states,1993,898689.7
Small states,1992,900827.1
Small states,1991,902964.4
Small states,1990,909899
Solomon Islands,2012,22018
Solomon Islands,2011,22074
Solomon Islands,2010,22130
Solomon Islands,2009,22186
Solomon Islands,2008,22242
Solomon Islands,2007,22298
Solomon Islands,2006,22354
Solomon Islands,2005,22410
Solomon Islands,2004,22464
Solomon Islands,2003,22518
Solomon Islands,2002,22572
Solomon Islands,2001,22626
Solomon Islands,2000,22680
Solomon Islands,1999,22736
Solomon Islands,1998,22792
Solomon Islands,1997,22848
Solomon Islands,1996,22904
Solomon Islands,1995,22960
Solomon Islands,1994,23016
Solomon Islands,1993,23072
Solomon Islands,1992,23128
Solomon Islands,1991,23184
Solomon Islands,1990,23240
Somalia,2012,65934
Somalia,2011,66702
Somalia,2010,67470
Somalia,2009,68238
Somalia,2008,69006
Somalia,2007,69774
Somalia,2006,70542
Somalia,2005,71310
Somalia,2004,72078
Somalia,2003,72846
Somalia,2002,73614
Somalia,2001,74382
Somalia,2000,75150
Somalia,1999,75917
Somalia,1998,76684
Somalia,1997,77451
Somalia,1996,78218
Somalia,1995,78985
Somalia,1994,79752
Somalia,1993,80519
Somalia,1992,81286
Somalia,1991,82053
Somalia,1990,82820
South Africa,2012,92410
South Africa,2011,92410
South Africa,2010,92410
South Africa,2009,92410
South Africa,2008,92410
South Africa,2007,92410
South Africa,2006,92410
South Africa,2005,92410
South Africa,2004,92410
South Africa,2003,92410
South Africa,2002,92410
South Africa,2001,92410
South Africa,2000,92410
South Africa,1999,92410
South Africa,1998,92410
South Africa,1997,92410
South Africa,1996,92410
South Africa,1995,92410
South Africa,1994,92410
South Africa,1993,92410
South Africa,1992,92410
South Africa,1991,92410
South Africa,1990,92410
South Asia,2012,818501
South Asia,2011,817545
South Asia,2010,816589
South Asia,2009,815633
South Asia,2008,814677
South Asia,2007,813725
South Asia,2006,812767
South Asia,2005,811809
South Asia,2004,808343
South Asia,2003,804877
South Asia,2002,801411
South Asia,2001,797945
South Asia,2000,794479
South Asia,1999,794544
South Asia,1998,794609
South Asia,1997,794674
South Asia,1996,794739
South Asia,1995,794804
South Asia,1994,794869
South Asia,1993,794934
South Asia,1992,794999
South Asia,1991,795064
South Asia,1990,795129
South Sudan,2011,148195.9
Spain,2012,185253.2
Spain,2011,183493
Spain,2010,181732.8
Spain,2009,179973
Spain,2008,178212
Spain,2007,176452
Spain,2006,174692
Spain,2005,172932
Spain,2004,172321
Spain,2003,171711
Spain,2002,171100
Spain,2001,170489
Spain,2000,169878
Spain,1999,166709
Spain,1998,163539
Spain,1997,160370
Spain,1996,157200
Spain,1995,154031
Spain,1994,150863
Spain,1993,147692
Spain,1992,144523
Spain,1991,141353
Spain,1990,138184
Sri Lanka,2012,18308
Sri Lanka,2011,18454
Sri Lanka,2010,18600
Sri Lanka,2009,18746
Sri Lanka,2008,18892
Sri Lanka,2007,19038
Sri Lanka,2006,19184
Sri Lanka,2005,19330
Sri Lanka,2004,19628
Sri Lanka,2003,19926
Sri Lanka,2002,20224
Sri Lanka,2001,20522
Sri Lanka,2000,20820
Sri Lanka,1999,21088
Sri Lanka,1998,21356
Sri Lanka,1997,21624
Sri Lanka,1996,21892
Sri Lanka,1995,22160
Sri Lanka,1994,22428
Sri Lanka,1993,22696
Sri Lanka,1992,22964
Sri Lanka,1991,23232
Sri Lanka,1990,23500
St. Kitts and Nevis,2012,110
St. Kitts and Nevis,2011,110
St. Kitts and Nevis,2010,110
St. Kitts and Nevis,2009,110
St. Kitts and Nevis,2008,110
St. Kitts and Nevis,2007,110
St. Kitts and Nevis,2006,110
St. Kitts and Nevis,2005,110
St. Kitts and Nevis,2004,110
St. Kitts and Nevis,2003,110
St. Kitts and Nevis,2002,110
St. Kitts and Nevis,2001,110
St. Kitts and Nevis,2000,110
St. Kitts and Nevis,1999,110
St. Kitts and Nevis,1998,110
St. Kitts and Nevis,1997,110
St. Kitts and Nevis,1996,110
St. Kitts and Nevis,1995,110
St. Kitts and Nevis,1994,110
St. Kitts and Nevis,1993,110
St. Kitts and Nevis,1992,110
St. Kitts and Nevis,1991,110
St. Kitts and Nevis,1990,110
St. Lucia,2012,470
St. Lucia,2011,470
St. Lucia,2010,470
St. Lucia,2009,470
St. Lucia,2008,470
St. Lucia,2007,470
St. Lucia,2006,470
St. Lucia,2005,470
St. Lucia,2004,469.4
St. Lucia,2003,468.8
St. Lucia,2002,468.2
St. Lucia,2001,467.6
St. Lucia,2000,467
St. Lucia,1999,464.1
St. Lucia,1998,461.2
St. Lucia,1997,458.3
St. Lucia,1996,455.4
St. Lucia,1995,452.5
St. Lucia,1994,449.6
St. Lucia,1993,446.7
St. Lucia,1992,443.8
St. Lucia,1991,440.9
St. Lucia,1990,438
St. Vincent and the Grenadines,2012,268.6
St. Vincent and the Grenadines,2011,267.8
St. Vincent and the Grenadines,2010,267
St. Vincent and the Grenadines,2009,266.2
St. Vincent and the Grenadines,2008,265.4
St. Vincent and the Grenadines,2007,264.6
St. Vincent and the Grenadines,2006,263.8
St. Vincent and the Grenadines,2005,263
St. Vincent and the Grenadines,2004,262.4
St. Vincent and the Grenadines,2003,261.8
St. Vincent and the Grenadines,2002,261.2
St. Vincent and the Grenadines,2001,260.6
St. Vincent and the Grenadines,2000,260
St. Vincent and the Grenadines,1999,259.3
St. Vincent and the Grenadines,1998,258.6
St. Vincent and the Grenadines,1997,257.9
St. Vincent and the Grenadines,1996,257.2
St. Vincent and the Grenadines,1995,256.5
St. Vincent and the Grenadines,1994,255.8
St. Vincent and the Grenadines,1993,255.1
St. Vincent and the Grenadines,1992,254.4
St. Vincent and the Grenadines,1991,253.7
St. Vincent and the Grenadines,1990,253
Sub-Saharan Africa (all income levels),2012,5890094.3
Sub-Saharan Africa (all income levels),2011,6622579.1
Sub-Saharan Africa (all income levels),2010,6656864.9
Sub-Saharan Africa (all income levels),2009,6691150.7
Sub-Saharan Africa (all income levels),2008,6725433.1
Sub-Saharan Africa (all income levels),2007,6759712.4
Sub-Saharan Africa (all income levels),2006,6793997.2
Sub-Saharan Africa (all income levels),2005,6828287
Sub-Saharan Africa (all income levels),2004,6862705.6
Sub-Saharan Africa (all income levels),2003,6897124.2
Sub-Saharan Africa (all income levels),2002,6931542.8
Sub-Saharan Africa (all income levels),2001,6965961.4
Sub-Saharan Africa (all income levels),2000,7000380
Sub-Saharan Africa (all income levels),1999,7041141.1
Sub-Saharan Africa (all income levels),1998,7081902.2
Sub-Saharan Africa (all income levels),1997,7122663.3
Sub-Saharan Africa (all income levels),1996,7163424.4
Sub-Saharan Africa (all income levels),1995,7204185.5
Sub-Saharan Africa (all income levels),1994,7244944.6
Sub-Saharan Africa (all income levels),1993,7285707.7
Sub-Saharan Africa (all income levels),1992,7326468.8
Sub-Saharan Africa (all income levels),1991,7367229.9
Sub-Saharan Africa (all income levels),1990,7424202
Sub-Saharan Africa (developing only),2012,5873663.3
Sub-Saharan Africa (developing only),2011,6606030.1
Sub-Saharan Africa (developing only),2010,6640197.9
Sub-Saharan Africa (developing only),2009,6674365.7
Sub-Saharan Africa (developing only),2008,6708530.1
Sub-Saharan Africa (developing only),2007,6742691.4
Sub-Saharan Africa (developing only),2006,6776858.2
Sub-Saharan Africa (developing only),2005,6811030
Sub-Saharan Africa (developing only),2004,6845332.6
Sub-Saharan Africa (developing only),2003,6879635.2
Sub-Saharan Africa (developing only),2002,6913937.8
Sub-Saharan Africa (developing only),2001,6948240.4
Sub-Saharan Africa (developing only),2000,6982543
Sub-Saharan Africa (developing only),1999,7023187.1
Sub-Saharan Africa (developing only),1998,7063831.2
Sub-Saharan Africa (developing only),1997,7104475.3
Sub-Saharan Africa (developing only),1996,7145119.4
Sub-Saharan Africa (developing only),1995,7185763.5
Sub-Saharan Africa (developing only),1994,7226405.6
Sub-Saharan Africa (developing only),1993,7267051.7
Sub-Saharan Africa (developing only),1992,7307695.8
Sub-Saharan Africa (developing only),1991,7348339.9
Sub-Saharan Africa (developing only),1990,7405195
Sudan,2011,550752.1
Sudan,2010,699490
Sudan,2009,700032
Sudan,2008,700574
Sudan,2007,701116
Sudan,2006,701658
Sudan,2005,702200
Sudan,2004,702742
Sudan,2003,703284
Sudan,2002,703826
Sudan,2001,704368
Sudan,2000,704910
Sudan,1999,710800
Sudan,1998,716691
Sudan,1997,722581
Sudan,1996,728471
Sudan,1995,734362
Sudan,1994,740252
Sudan,1993,746142
Sudan,1992,752033
Sudan,1991,757923
Sudan,1990,763814
Sudan,1989,
Sudan,1988,
Sudan,1987,
Sudan,1986,
Sudan,1985,
Sudan,1984,
Sudan,1983,
Sudan,1982,
Sudan,1981,
Sudan,1980,
Sudan,1979,
Sudan,1978,
Sudan,1977,
Sudan,1976,
Sudan,1975,
Sudan,1974,
Sudan,1973,
Sudan,1972,
Sudan,1971,
Sudan,1970,
Sudan,1969,
Sudan,1968,
Sudan,1967,
Sudan,1966,
Sudan,1965,
Sudan,1964,
Sudan,1963,
Sudan,1962,
Sudan,1961,
Suriname,2012,147508
Suriname,2011,147544
Suriname,2010,147580
Suriname,2009,147616
Suriname,2008,147652
Suriname,2007,147688
Suriname,2006,147724
Suriname,2005,147760
Suriname,2004,147760
Suriname,2003,147760
Suriname,2002,147760
Suriname,2001,147760
Suriname,2000,147760
Suriname,1999,147760
Suriname,1998,147760
Suriname,1997,147760
Suriname,1996,147760
Suriname,1995,147760
Suriname,1994,147760
Suriname,1993,147760
Suriname,1992,147760
Suriname,1991,147760
Suriname,1990,147760
Swaziland,2012,5718
Swaziland,2011,5674
Swaziland,2010,5630
Swaziland,2009,5586
Swaziland,2008,5542
Swaziland,2007,5498
Swaziland,2006,5454
Swaziland,2005,5410
Swaziland,2004,5364
Swaziland,2003,5318
Swaziland,2002,5272
Swaziland,2001,5226
Swaziland,2000,5180
Swaziland,1999,5134
Swaziland,1998,5088
Swaziland,1997,5042
Swaziland,1996,4996
Swaziland,1995,4950
Swaziland,1994,4904
Swaziland,1993,4858
Swaziland,1992,4812
Swaziland,1991,4766
Swaziland,1990,4720
Sweden,2012,282030
Sweden,2011,282030
Sweden,2010,282030
Sweden,2009,282030
Sweden,2008,282030
Sweden,2007,282030
Sweden,2006,282030
Sweden,2005,282030
Sweden,2004,280402
Sweden,2003,278774
Sweden,2002,277146
Sweden,2001,275518
Sweden,2000,273890
Sweden,1999,273782
Sweden,1998,273674
Sweden,1997,273566
Sweden,1996,273458
Sweden,1995,273350
Sweden,1994,273242
Sweden,1993,273134
Sweden,1992,273026
Sweden,1991,272918
Sweden,1990,272810
Switzerland,2012,12492
Switzerland,2011,12446
Switzerland,2010,12400
Switzerland,2009,12354
Switzerland,2008,12308
Switzerland,2007,12262
Switzerland,2006,12216
Switzerland,2005,12170
Switzerland,2004,12124
Switzerland,2003,12078
Switzerland,2002,12032
Switzerland,2001,11986
Switzerland,2000,11940
Switzerland,1999,11897
Switzerland,1998,11854
Switzerland,1997,11811
Switzerland,1996,11768
Switzerland,1995,11725
Switzerland,1994,11682
Switzerland,1993,11639
Switzerland,1992,11596
Switzerland,1991,11553
Switzerland,1990,11510
Syrian Arab Republic,2012,5030
Syrian Arab Republic,2011,4970
Syrian Arab Republic,2010,4910
Syrian Arab Republic,2009,4850
Syrian Arab Republic,2008,4790
Syrian Arab Republic,2007,4730
Syrian Arab Republic,2006,4670
Syrian Arab Republic,2005,4610
Syrian Arab Republic,2004,4552
Syrian Arab Republic,2003,4494
Syrian Arab Republic,2002,4436
Syrian Arab Republic,2001,4378
Syrian Arab Republic,2000,4320
Syrian Arab Republic,1999,4260
Syrian Arab Republic,1998,4200
Syrian Arab Republic,1997,4140
Syrian Arab Republic,1996,4080
Syrian Arab Republic,1995,4020
Syrian Arab Republic,1994,3960
Syrian Arab Republic,1993,3900
Syrian Arab Republic,1992,3840
Syrian Arab Republic,1991,3780
Syrian Arab Republic,1990,3720
Tajikistan,2012,4100
Tajikistan,2011,4100
Tajikistan,2010,4100
Tajikistan,2009,4100
Tajikistan,2008,4100
Tajikistan,2007,4100
Tajikistan,2006,4100
Tajikistan,2005,4100
Tajikistan,2004,4100
Tajikistan,2003,4100
Tajikistan,2002,4100
Tajikistan,2001,4100
Tajikistan,2000,4100
Tajikistan,1999,4098
Tajikistan,1998,4096
Tajikistan,1997,4094
Tajikistan,1996,4092
Tajikistan,1995,4090
Tajikistan,1994,4088
Tajikistan,1993,4086
Tajikistan,1992,4084
Tajikistan,1990,4080
Tanzania,2012,326212
Tanzania,2011,330246
Tanzania,2010,334280
Tanzania,2009,338314
Tanzania,2008,342348
Tanzania,2007,346382
Tanzania,2006,350416
Tanzania,2005,354450
Tanzania,2004,358484
Tanzania,2003,362518
Tanzania,2002,366552
Tanzania,2001,370586
Tanzania,2000,374620
Tanzania,1999,378653
Tanzania,1998,382686
Tanzania,1997,386719
Tanzania,1996,390752
Tanzania,1995,394785
Tanzania,1994,398818
Tanzania,1993,402851
Tanzania,1992,406884
Tanzania,1991,410917
Tanzania,1990,414950
Thailand,2012,190016
Thailand,2011,189868
Thailand,2010,189720
Thailand,2009,189572
Thailand,2008,189424
Thailand,2007,189276
Thailand,2006,189128
Thailand,2005,188980
Thailand,2004,189192
Thailand,2003,189404
Thailand,2002,189616
Thailand,2001,189828
Thailand,2000,190040
Thailand,1999,190585
Thailand,1998,191130
Thailand,1997,191675
Thailand,1996,192220
Thailand,1995,192765
Thailand,1994,193310
Thailand,1993,193855
Thailand,1992,194400
Thailand,1991,194945
Thailand,1990,195490
Timor-Leste,2012,7196
Timor-Leste,2011,7308
Timor-Leste,2010,7420
Timor-Leste,2009,7532
Timor-Leste,2008,7644
Timor-Leste,2007,7756
Timor-Leste,2006,7868
Timor-Leste,2005,7980
Timor-Leste,2004,8092
Timor-Leste,2003,8204
Timor-Leste,2002,8316
Timor-Leste,2001,8428
Timor-Leste,2000,8540
Timor-Leste,1999,8652
Timor-Leste,1998,8764
Timor-Leste,1997,8876
Timor-Leste,1996,8988
Timor-Leste,1995,9100
Timor-Leste,1994,9212
Timor-Leste,1993,9324
Timor-Leste,1992,9436
Timor-Leste,1991,9548
Timor-Leste,1990,9660
Togo,2012,2672
Togo,2011,2672
Togo,2010,2870
Togo,2009,3068
Togo,2008,3266
Togo,2007,3464
Togo,2006,3662
Togo,2005,3860
Togo,2004,4060
Togo,2003,4260
Togo,2002,4460
Togo,2001,4660
Togo,2000,4860
Togo,1999,5059
Togo,1998,5258
Togo,1997,5457
Togo,1996,5656
Togo,1995,5855
Togo,1994,6054
Togo,1993,6253
Togo,1992,6452
Togo,1991,6651
Togo,1990,6850
Tonga,2012,90
Tonga,2011,90
Tonga,2010,90
Tonga,2009,90
Tonga,2008,90
Tonga,2007,90
Tonga,2006,90
Tonga,2005,90
Tonga,2004,90
Tonga,2003,90
Tonga,2002,90
Tonga,2001,90
Tonga,2000,90
Tonga,1999,90
Tonga,1998,90
Tonga,1997,90
Tonga,1996,90
Tonga,1995,90
Tonga,1994,90
Tonga,1993,90
Tonga,1992,90
Tonga,1991,90
Tonga,1990,90
Trinidad and Tobago,2012,2249.6
Trinidad and Tobago,2011,2256.8
Trinidad and Tobago,2010,2264
Trinidad and Tobago,2009,2271.2
Trinidad and Tobago,2008,2278.4
Trinidad and Tobago,2007,2285.6
Trinidad and Tobago,2006,2292.8
Trinidad and Tobago,2005,2300
Trinidad and Tobago,2004,2307.2
Trinidad and Tobago,2003,2314.4
Trinidad and Tobago,2002,2321.6
Trinidad and Tobago,2001,2328.8
Trinidad and Tobago,2000,2336
Trinidad and Tobago,1999,2343.1
Trinidad and Tobago,1998,2350.2
Trinidad and Tobago,1997,2357.3
Trinidad and Tobago,1996,2364.4
Trinidad and Tobago,1995,2371.5
Trinidad and Tobago,1994,2378.6
Trinidad and Tobago,1993,2385.7
Trinidad and Tobago,1992,2392.8
Trinidad and Tobago,1991,2399.9
Trinidad and Tobago,1990,2407
Tunisia,2012,10388
Tunisia,2011,10224
Tunisia,2010,10060
Tunisia,2009,9896
Tunisia,2008,9732
Tunisia,2007,9568
Tunisia,2006,9404
Tunisia,2005,9240
Tunisia,2004,9066
Tunisia,2003,8892
Tunisia,2002,8718
Tunisia,2001,8544
Tunisia,2000,8370
Tunisia,1999,8176
Tunisia,1998,7982
Tunisia,1997,7788
Tunisia,1996,7594
Tunisia,1995,7400
Tunisia,1994,7206
Tunisia,1993,7012
Tunisia,1992,6818
Tunisia,1991,6624
Tunisia,1990,6430
Turkey,2012,115716
Turkey,2011,114528
Turkey,2010,113340
Turkey,2009,112152
Turkey,2008,110964
Turkey,2007,109776
Turkey,2006,108588
Turkey,2005,107400
Turkey,2004,106212
Turkey,2003,105024
Turkey,2002,103836
Turkey,2001,102648
Turkey,2000,101460
Turkey,1999,100994
Turkey,1998,100528
Turkey,1997,100062
Turkey,1996,99596
Turkey,1995,99130
Turkey,1994,98664
Turkey,1993,98198
Turkey,1992,97732
Turkey,1991,97266
Turkey,1990,96800
Turkmenistan,2012,41270
Turkmenistan,2011,41270
Turkmenistan,2010,41270
Turkmenistan,2009,41270
Turkmenistan,2008,41270
Turkmenistan,2007,41270
Turkmenistan,2006,41270
Turkmenistan,2005,41270
Turkmenistan,2004,41270
Turkmenistan,2003,41270
Turkmenistan,2002,41270
Turkmenistan,2001,41270
Turkmenistan,2000,41270
Turkmenistan,1999,41270
Turkmenistan,1998,41270
Turkmenistan,1997,41270
Turkmenistan,1996,41270
Turkmenistan,1995,41270
Turkmenistan,1994,41270
Turkmenistan,1993,41270
Turkmenistan,1992,41270
Turkmenistan,1990,41270
Turks and Caicos Islands,2012,344
Turks and Caicos Islands,2011,344
Turks and Caicos Islands,2010,344
Turks and Caicos Islands,2009,344
Turks and Caicos Islands,2008,344
Turks and Caicos Islands,2007,344
Turks and Caicos Islands,2006,344
Turks and Caicos Islands,2005,344
Turks and Caicos Islands,2004,344
Turks and Caicos Islands,2003,344
Turks and Caicos Islands,2002,344
Turks and Caicos Islands,2001,344
Turks and Caicos Islands,2000,344
Turks and Caicos Islands,1999,344
Turks and Caicos Islands,1998,344
Turks and Caicos Islands,1997,344
Turks and Caicos Islands,1996,344
Turks and Caicos Islands,1995,344
Turks and Caicos Islands,1994,344
Turks and Caicos Islands,1993,344
Turks and Caicos Islands,1992,344
Turks and Caicos Islands,1991,344
Turks and Caicos Islands,1990,344
Tuvalu,2012,10
Tuvalu,2011,10
Tuvalu,2010,10
Tuvalu,2009,10
Tuvalu,2008,10
Tuvalu,2007,10
Tuvalu,2006,10
Tuvalu,2005,10
Tuvalu,2004,10
Tuvalu,2003,10
Tuvalu,2002,10
Tuvalu,2001,10
Tuvalu,2000,10
Tuvalu,1999,10
Tuvalu,1998,10
Tuvalu,1997,10
Tuvalu,1996,10
Tuvalu,1995,10
Tuvalu,1994,10
Tuvalu,1993,10
Tuvalu,1992,10
Tuvalu,1991,10
Tuvalu,1990,10
Uganda,2012,28116
Uganda,2011,28998
Uganda,2010,29880
Uganda,2009,30762
Uganda,2008,31644
Uganda,2007,32526
Uganda,2006,33408
Uganda,2005,34290
Uganda,2004,35170
Uganda,2003,36050
Uganda,2002,36930
Uganda,2001,37810
Uganda,2000,38690
Uganda,1999,39572
Uganda,1998,40454
Uganda,1997,41336
Uganda,1996,42218
Uganda,1995,43100
Uganda,1994,43982
Uganda,1993,44864
Uganda,1992,45746
Uganda,1991,46628
Uganda,1990,47510
Ukraine,2012,97570
Ukraine,2011,97310
Ukraine,2010,97050
Ukraine,2009,96790
Ukraine,2008,96530
Ukraine,2007,96270
Ukraine,2006,96010
Ukraine,2005,95750
Ukraine,2004,95620
Ukraine,2003,95490
Ukraine,2002,95360
Ukraine,2001,95230
Ukraine,2000,95100
Ukraine,1999,94864
Ukraine,1998,94628
Ukraine,1997,94392
Ukraine,1996,94156
Ukraine,1995,93920
Ukraine,1994,93684
Ukraine,1993,93448
Ukraine,1992,93212
Ukraine,1990,92740
United Arab Emirates,2012,3194.2
United Arab Emirates,2011,3183.6
United Arab Emirates,2010,3173
United Arab Emirates,2009,3162.4
United Arab Emirates,2008,3152
United Arab Emirates,2007,3141
United Arab Emirates,2006,3131
United Arab Emirates,2005,3120
United Arab Emirates,2004,3116
United Arab Emirates,2003,3112
United Arab Emirates,2002,3108
United Arab Emirates,2001,3104
United Arab Emirates,2000,3100
United Arab Emirates,1999,3035
United Arab Emirates,1998,2970
United Arab Emirates,1997,2905
United Arab Emirates,1996,2840
United Arab Emirates,1995,2775
United Arab Emirates,1994,2710
United Arab Emirates,1993,2645
United Arab Emirates,1992,2580
United Arab Emirates,1991,2515
United Arab Emirates,1990,2450
United Kingdom,2012,28954
United Kingdom,2011,28882
United Kingdom,2010,28810
United Kingdom,2009,28738
United Kingdom,2008,28666
United Kingdom,2007,28594
United Kingdom,2006,28522
United Kingdom,2005,28450
United Kingdom,2004,28346
United Kingdom,2003,28242
United Kingdom,2002,28138
